czas;sterowanie;pozycja;generator PRBS
0;0,063260907;-25,525;-25,461739
0,001;0,063260907;-25,525;-25,461739
0,002;0,038260907;-25,5;-25,461739
0,003;0,063260907;-25,525;-25,461739
0,004;0,063260907;-25,525;-25,461739
0,005;0,063260907;-25,525;-25,461739
0,006;0,063260907;-25,525;-25,461739
0,007;0,063260907;-25,525;-25,461739
0,008;0,063260907;-25,525;-25,461739
0,009;0,063260907;-25,525;-25,461739
0,01;0,063260907;-25,525;-25,461739
0,011;0,063260907;-25,525;-25,461739
0,012;0,038260907;-25,5;-25,461739
0,013;0,063260907;-25,525;-25,461739
0,014;0,038260907;-25,5;-25,461739
0,015;0,063260907;-25,525;-25,461739
0,016;0,063260907;-25,525;-25,461739
0,017;0,063260907;-25,525;-25,461739
0,018;0,063260907;-25,525;-25,461739
0,019;0,063260907;-25,525;-25,461739
0,02;0,063260907;-25,525;-25,461739
0,021;0,038260907;-25,5;-25,461739
0,022;0,038260907;-25,5;-25,461739
0,023;0,038260907;-25,5;-25,461739
0,024;0,038260907;-25,5;-25,461739
0,025;0,063260907;-25,525;-25,461739
0,026;0,063260907;-25,525;-25,461739
0,027;0,063260907;-25,525;-25,461739
0,028;0,063260907;-25,525;-25,461739
0,029;0,063260907;-25,525;-25,461739
0,03;0,038260907;-25,5;-25,461739
0,031;0,038260907;-25,5;-25,461739
0,032;0,063260907;-25,525;-25,461739
0,033;0,038260907;-25,5;-25,461739
0,034;0,063260907;-25,525;-25,461739
0,035;0,063260907;-25,525;-25,461739
0,036;0,063260907;-25,525;-25,461739
0,037;0,063260907;-25,525;-25,461739
0,038;0,063260907;-25,525;-25,461739
0,039;0,063260907;-25,525;-25,461739
0,04;0,063260907;-25,525;-25,461739
0,041;0,063260907;-25,525;-25,461739
0,042;0,038260907;-25,5;-25,461739
0,043;0,063260907;-25,525;-25,461739
0,044;0,063260907;-25,525;-25,461739
0,045;0,063260907;-25,525;-25,461739
0,046;0,063260907;-25,525;-25,461739
0,047;0,063260907;-25,525;-25,461739
0,048;0,063260907;-25,525;-25,461739
0,049;0,063260907;-25,525;-25,461739
0,05;-0,32202248;-25,525;-25,847022
0,051;-0,32202248;-25,525;-25,847022
0,052;-0,32202248;-25,525;-25,847022
0,053;-0,32202248;-25,525;-25,847022
0,054;-0,32202248;-25,525;-25,847022
0,055;-0,32202248;-25,525;-25,847022
0,056;-0,29702248;-25,55;-25,847022
0,057;-0,29702248;-25,55;-25,847022
0,058;-0,27202248;-25,575;-25,847022
0,059;-0,24702248;-25,6;-25,847022
0,06;-0,19702248;-25,65;-25,847022
0,061;-0,12202248;-25,725;-25,847022
0,062;-0,047022482;-25,8;-25,847022
0,063;-0,022022482;-25,825;-25,847022
0,064;0,052977518;-25,9;-25,847022
0,065;0,10297752;-25,95;-25,847022
0,066;0,12797752;-25,975;-25,847022
0,067;0,15297752;-26;-25,847022
0,068;0,20297752;-26,05;-25,847022
0,069;0,25297752;-26,1;-25,847022
0,07;0,30297752;-26,15;-25,847022
0,071;0,32797752;-26,175;-25,847022
0,072;0,35297752;-26,2;-25,847022
0,073;0,35297752;-26,2;-25,847022
0,074;0,35297752;-26,2;-25,847022
0,075;0,32797752;-26,175;-25,847022
0,076;0,27797752;-26,125;-25,847022
0,077;0,27797752;-26,125;-25,847022
0,078;0,27797752;-26,125;-25,847022
0,079;0,27797752;-26,125;-25,847022
0,08;0,27797752;-26,125;-25,847022
0,081;0,27797752;-26,125;-25,847022
0,082;0,20297752;-26,05;-25,847022
0,083;0,17797752;-26,025;-25,847022
0,084;0,12797752;-25,975;-25,847022
0,085;0,002977518;-25,85;-25,847022
0,086;-0,022022482;-25,825;-25,847022
0,087;-0,047022482;-25,8;-25,847022
0,088;-0,047022482;-25,8;-25,847022
0,089;-0,047022482;-25,8;-25,847022
0,09;-0,047022482;-25,8;-25,847022
0,091;-0,072022482;-25,775;-25,847022
0,092;-0,097022482;-25,75;-25,847022
0,093;-0,12202248;-25,725;-25,847022
0,094;-0,14702248;-25,7;-25,847022
0,095;-0,14702248;-25,7;-25,847022
0,096;-0,14702248;-25,7;-25,847022
0,097;-0,12202248;-25,725;-25,847022
0,098;-0,097022482;-25,75;-25,847022
0,099;-0,072022482;-25,775;-25,847022
0,1;-0,072022482;-25,775;-25,847022
0,101;-0,072022482;-25,775;-25,847022
0,102;-0,047022482;-25,8;-25,847022
0,103;-0,072022482;-25,775;-25,847022
0,104;-0,047022482;-25,8;-25,847022
0,105;-0,022022482;-25,825;-25,847022
0,106;0,052977518;-25,9;-25,847022
0,107;0,077977518;-25,925;-25,847022
0,108;0,10297752;-25,95;-25,847022
0,109;0,15297752;-26;-25,847022
0,11;0,15297752;-26;-25,847022
0,111;0,15297752;-26;-25,847022
0,112;0,15297752;-26;-25,847022
0,113;0,15297752;-26;-25,847022
0,114;0,15297752;-26;-25,847022
0,115;0,17797752;-26,025;-25,847022
0,116;0,17797752;-26,025;-25,847022
0,117;0,17797752;-26,025;-25,847022
0,118;0,20297752;-26,05;-25,847022
0,119;0,17797752;-26,025;-25,847022
0,12;0,17797752;-26,025;-25,847022
0,121;0,15297752;-26;-25,847022
0,122;0,15297752;-26;-25,847022
0,123;0,12797752;-25,975;-25,847022
0,124;0,12797752;-25,975;-25,847022
0,125;0,12797752;-25,975;-25,847022
0,126;0,12797752;-25,975;-25,847022
0,127;0,10297752;-25,95;-25,847022
0,128;0,10297752;-25,95;-25,847022
0,129;0,077977518;-25,925;-25,847022
0,13;0,027977518;-25,875;-25,847022
0,131;0,027977518;-25,875;-25,847022
0,132;0,002977518;-25,85;-25,847022
0,133;0,002977518;-25,85;-25,847022
0,134;0,002977518;-25,85;-25,847022
0,135;0,002977518;-25,85;-25,847022
0,136;0,002977518;-25,85;-25,847022
0,137;0,002977518;-25,85;-25,847022
0,138;0,002977518;-25,85;-25,847022
0,139;-0,022022482;-25,825;-25,847022
0,14;-0,022022482;-25,825;-25,847022
0,141;-0,022022482;-25,825;-25,847022
0,142;0,002977518;-25,85;-25,847022
0,143;0,002977518;-25,85;-25,847022
0,144;0,002977518;-25,85;-25,847022
0,145;0,002977518;-25,85;-25,847022
0,146;0,002977518;-25,85;-25,847022
0,147;0,027977518;-25,875;-25,847022
0,148;0,002977518;-25,85;-25,847022
0,149;0,002977518;-25,85;-25,847022
0,15;0,002977518;-25,85;-25,847022
0,151;0,027977518;-25,875;-25,847022
0,152;0,052977518;-25,9;-25,847022
0,153;0,052977518;-25,9;-25,847022
0,154;0,077977518;-25,925;-25,847022
0,155;0,077977518;-25,925;-25,847022
0,156;0,077977518;-25,925;-25,847022
0,157;0,077977518;-25,925;-25,847022
0,158;0,077977518;-25,925;-25,847022
0,159;0,077977518;-25,925;-25,847022
0,16;0,077977518;-25,925;-25,847022
0,161;0,077977518;-25,925;-25,847022
0,162;0,10297752;-25,95;-25,847022
0,163;0,10297752;-25,95;-25,847022
0,164;0,10297752;-25,95;-25,847022
0,165;0,10297752;-25,95;-25,847022
0,166;0,10297752;-25,95;-25,847022
0,167;0,077977518;-25,925;-25,847022
0,168;0,077977518;-25,925;-25,847022
0,169;0,077977518;-25,925;-25,847022
0,17;0,10297752;-25,95;-25,847022
0,171;0,10297752;-25,95;-25,847022
0,172;0,10297752;-25,95;-25,847022
0,173;0,10297752;-25,95;-25,847022
0,174;0,10297752;-25,95;-25,847022
0,175;0,077977518;-25,925;-25,847022
0,176;0,077977518;-25,925;-25,847022
0,177;0,052977518;-25,9;-25,847022
0,178;0,077977518;-25,925;-25,847022
0,179;0,077977518;-25,925;-25,847022
0,18;0,077977518;-25,925;-25,847022
0,181;0,077977518;-25,925;-25,847022
0,182;0,077977518;-25,925;-25,847022
0,183;0,052977518;-25,9;-25,847022
0,184;0,052977518;-25,9;-25,847022
0,185;0,052977518;-25,9;-25,847022
0,186;0,052977518;-25,9;-25,847022
0,187;0,052977518;-25,9;-25,847022
0,188;0,052977518;-25,9;-25,847022
0,189;0,052977518;-25,9;-25,847022
0,19;0,052977518;-25,9;-25,847022
0,191;0,052977518;-25,9;-25,847022
0,192;0,052977518;-25,9;-25,847022
0,193;0,052977518;-25,9;-25,847022
0,194;0,052977518;-25,9;-25,847022
0,195;0,027977518;-25,875;-25,847022
0,196;0,052977518;-25,9;-25,847022
0,197;0,052977518;-25,9;-25,847022
0,198;0,052977518;-25,9;-25,847022
0,199;0,052977518;-25,9;-25,847022
0,2;0,052977518;-25,9;-25,847022
0,201;0,052977518;-25,9;-25,847022
0,202;0,052977518;-25,9;-25,847022
0,203;0,052977518;-25,9;-25,847022
0,204;0,052977518;-25,9;-25,847022
0,205;0,052977518;-25,9;-25,847022
0,206;0,027977518;-25,875;-25,847022
0,207;0,052977518;-25,9;-25,847022
0,208;0,052977518;-25,9;-25,847022
0,209;0,052977518;-25,9;-25,847022
0,21;0,052977518;-25,9;-25,847022
0,211;0,052977518;-25,9;-25,847022
0,212;0,052977518;-25,9;-25,847022
0,213;0,052977518;-25,9;-25,847022
0,214;0,052977518;-25,9;-25,847022
0,215;0,052977518;-25,9;-25,847022
0,216;0,052977518;-25,9;-25,847022
0,217;0,052977518;-25,9;-25,847022
0,218;0,052977518;-25,9;-25,847022
0,219;0,052977518;-25,9;-25,847022
0,22;0,052977518;-25,9;-25,847022
0,221;0,052977518;-25,9;-25,847022
0,222;0,052977518;-25,9;-25,847022
0,223;0,052977518;-25,9;-25,847022
0,224;0,052977518;-25,9;-25,847022
0,225;0,052977518;-25,9;-25,847022
0,226;0,052977518;-25,9;-25,847022
0,227;0,052977518;-25,9;-25,847022
0,228;0,052977518;-25,9;-25,847022
0,229;0,077977518;-25,925;-25,847022
0,23;0,077977518;-25,925;-25,847022
0,231;0,077977518;-25,925;-25,847022
0,232;0,077977518;-25,925;-25,847022
0,233;0,052977518;-25,9;-25,847022
0,234;0,052977518;-25,9;-25,847022
0,235;0,052977518;-25,9;-25,847022
0,236;0,052977518;-25,9;-25,847022
0,237;0,052977518;-25,9;-25,847022
0,238;0,077977518;-25,925;-25,847022
0,239;0,077977518;-25,925;-25,847022
0,24;0,077977518;-25,925;-25,847022
0,241;0,077977518;-25,925;-25,847022
0,242;0,077977518;-25,925;-25,847022
0,243;0,052977518;-25,9;-25,847022
0,244;0,052977518;-25,9;-25,847022
0,245;0,077977518;-25,925;-25,847022
0,246;0,077977518;-25,925;-25,847022
0,247;0,077977518;-25,925;-25,847022
0,248;0,077977518;-25,925;-25,847022
0,249;0,077977518;-25,925;-25,847022
0,25;0,077977518;-25,925;-25,847022
0,251;0,077977518;-25,925;-25,847022
0,252;0,052977518;-25,9;-25,847022
0,253;0,052977518;-25,9;-25,847022
0,254;0,052977518;-25,9;-25,847022
0,255;0,052977518;-25,9;-25,847022
0,256;0,077977518;-25,925;-25,847022
0,257;0,052977518;-25,9;-25,847022
0,258;0,052977518;-25,9;-25,847022
0,259;0,077977518;-25,925;-25,847022
0,26;0,052977518;-25,9;-25,847022
0,261;0,052977518;-25,9;-25,847022
0,262;0,052977518;-25,9;-25,847022
0,263;0,052977518;-25,9;-25,847022
0,264;0,052977518;-25,9;-25,847022
0,265;0,052977518;-25,9;-25,847022
0,266;0,052977518;-25,9;-25,847022
0,267;0,077977518;-25,925;-25,847022
0,268;0,052977518;-25,9;-25,847022
0,269;0,052977518;-25,9;-25,847022
0,27;0,052977518;-25,9;-25,847022
0,271;0,052977518;-25,9;-25,847022
0,272;0,052977518;-25,9;-25,847022
0,273;0,052977518;-25,9;-25,847022
0,274;0,052977518;-25,9;-25,847022
0,275;0,052977518;-25,9;-25,847022
0,276;0,077977518;-25,925;-25,847022
0,277;0,052977518;-25,9;-25,847022
0,278;0,052977518;-25,9;-25,847022
0,279;0,052977518;-25,9;-25,847022
0,28;0,052977518;-25,9;-25,847022
0,281;0,052977518;-25,9;-25,847022
0,282;0,052977518;-25,9;-25,847022
0,283;0,052977518;-25,9;-25,847022
0,284;0,052977518;-25,9;-25,847022
0,285;0,077977518;-25,925;-25,847022
0,286;0,052977518;-25,9;-25,847022
0,287;0,077977518;-25,925;-25,847022
0,288;0,052977518;-25,9;-25,847022
0,289;0,052977518;-25,9;-25,847022
0,29;0,052977518;-25,9;-25,847022
0,291;0,052977518;-25,9;-25,847022
0,292;0,052977518;-25,9;-25,847022
0,293;0,052977518;-25,9;-25,847022
0,294;0,052977518;-25,9;-25,847022
0,295;0,077977518;-25,925;-25,847022
0,296;0,077977518;-25,925;-25,847022
0,297;0,077977518;-25,925;-25,847022
0,298;0,077977518;-25,925;-25,847022
0,299;0,052977518;-25,9;-25,847022
0,3;0,052977518;-25,9;-25,847022
0,301;0,077977518;-25,925;-25,847022
0,302;0,052977518;-25,9;-25,847022
0,303;0,077977518;-25,925;-25,847022
0,304;0,052977518;-25,9;-25,847022
0,305;0,077977518;-25,925;-25,847022
0,306;0,052977518;-25,9;-25,847022
0,307;0,077977518;-25,925;-25,847022
0,308;0,052977518;-25,9;-25,847022
0,309;0,052977518;-25,9;-25,847022
0,31;0,052977518;-25,9;-25,847022
0,311;0,077977518;-25,925;-25,847022
0,312;0,077977518;-25,925;-25,847022
0,313;0,077977518;-25,925;-25,847022
0,314;0,077977518;-25,925;-25,847022
0,315;0,077977518;-25,925;-25,847022
0,316;0,077977518;-25,925;-25,847022
0,317;0,077977518;-25,925;-25,847022
0,318;0,052977518;-25,9;-25,847022
0,319;0,052977518;-25,9;-25,847022
0,32;0,052977518;-25,9;-25,847022
0,321;0,077977518;-25,925;-25,847022
0,322;0,052977518;-25,9;-25,847022
0,323;0,052977518;-25,9;-25,847022
0,324;0,077977518;-25,925;-25,847022
0,325;0,077977518;-25,925;-25,847022
0,326;0,052977518;-25,9;-25,847022
0,327;0,052977518;-25,9;-25,847022
0,328;0,052977518;-25,9;-25,847022
0,329;0,052977518;-25,9;-25,847022
0,33;0,052977518;-25,9;-25,847022
0,331;0,052977518;-25,9;-25,847022
0,332;0,052977518;-25,9;-25,847022
0,333;0,052977518;-25,9;-25,847022
0,334;0,052977518;-25,9;-25,847022
0,335;0,052977518;-25,9;-25,847022
0,336;0,052977518;-25,9;-25,847022
0,337;0,052977518;-25,9;-25,847022
0,338;0,052977518;-25,9;-25,847022
0,339;0,052977518;-25,9;-25,847022
0,34;0,052977518;-25,9;-25,847022
0,341;0,052977518;-25,9;-25,847022
0,342;0,052977518;-25,9;-25,847022
0,343;0,052977518;-25,9;-25,847022
0,344;0,052977518;-25,9;-25,847022
0,345;0,052977518;-25,9;-25,847022
0,346;0,052977518;-25,9;-25,847022
0,347;0,052977518;-25,9;-25,847022
0,348;0,052977518;-25,9;-25,847022
0,349;0,052977518;-25,9;-25,847022
0,35;0,052977518;-25,9;-25,847022
0,351;0,052977518;-25,9;-25,847022
0,352;0,052977518;-25,9;-25,847022
0,353;0,052977518;-25,9;-25,847022
0,354;0,052977518;-25,9;-25,847022
0,355;0,052977518;-25,9;-25,847022
0,356;0,052977518;-25,9;-25,847022
0,357;0,052977518;-25,9;-25,847022
0,358;0,052977518;-25,9;-25,847022
0,359;0,077977518;-25,925;-25,847022
0,36;0,052977518;-25,9;-25,847022
0,361;0,077977518;-25,925;-25,847022
0,362;0,077977518;-25,925;-25,847022
0,363;0,077977518;-25,925;-25,847022
0,364;0,077977518;-25,925;-25,847022
0,365;0,052977518;-25,9;-25,847022
0,366;0,052977518;-25,9;-25,847022
0,367;0,052977518;-25,9;-25,847022
0,368;0,077977518;-25,925;-25,847022
0,369;0,052977518;-25,9;-25,847022
0,37;0,077977518;-25,925;-25,847022
0,371;0,077977518;-25,925;-25,847022
0,372;0,077977518;-25,925;-25,847022
0,373;0,077977518;-25,925;-25,847022
0,374;0,077977518;-25,925;-25,847022
0,375;0,077977518;-25,925;-25,847022
0,376;0,052977518;-25,9;-25,847022
0,377;0,077977518;-25,925;-25,847022
0,378;0,052977518;-25,9;-25,847022
0,379;0,077977518;-25,925;-25,847022
0,38;0,077977518;-25,925;-25,847022
0,381;0,052977518;-25,9;-25,847022
0,382;0,077977518;-25,925;-25,847022
0,383;0,052977518;-25,9;-25,847022
0,384;0,052977518;-25,9;-25,847022
0,385;0,052977518;-25,9;-25,847022
0,386;0,052977518;-25,9;-25,847022
0,387;0,052977518;-25,9;-25,847022
0,388;0,052977518;-25,9;-25,847022
0,389;0,052977518;-25,9;-25,847022
0,39;0,052977518;-25,9;-25,847022
0,391;0,077977518;-25,925;-25,847022
0,392;0,052977518;-25,9;-25,847022
0,393;0,052977518;-25,9;-25,847022
0,394;0,052977518;-25,9;-25,847022
0,395;0,052977518;-25,9;-25,847022
0,396;0,052977518;-25,9;-25,847022
0,397;0,052977518;-25,9;-25,847022
0,398;0,052977518;-25,9;-25,847022
0,399;0,052977518;-25,9;-25,847022
0,4;0,052977518;-25,9;-25,847022
0,401;0,052977518;-25,9;-25,847022
0,402;0,052977518;-25,9;-25,847022
0,403;0,077977518;-25,925;-25,847022
0,404;0,052977518;-25,9;-25,847022
0,405;0,052977518;-25,9;-25,847022
0,406;0,052977518;-25,9;-25,847022
0,407;0,052977518;-25,9;-25,847022
0,408;0,077977518;-25,925;-25,847022
0,409;0,052977518;-25,9;-25,847022
0,41;0,052977518;-25,9;-25,847022
0,411;0,052977518;-25,9;-25,847022
0,412;0,052977518;-25,9;-25,847022
0,413;0,052977518;-25,9;-25,847022
0,414;0,052977518;-25,9;-25,847022
0,415;0,052977518;-25,9;-25,847022
0,416;0,077977518;-25,925;-25,847022
0,417;0,052977518;-25,9;-25,847022
0,418;0,077977518;-25,925;-25,847022
0,419;0,077977518;-25,925;-25,847022
0,42;0,052977518;-25,9;-25,847022
0,421;0,077977518;-25,925;-25,847022
0,422;0,052977518;-25,9;-25,847022
0,423;0,052977518;-25,9;-25,847022
0,424;0,052977518;-25,9;-25,847022
0,425;0,077977518;-25,925;-25,847022
0,426;0,052977518;-25,9;-25,847022
0,427;0,077977518;-25,925;-25,847022
0,428;0,077977518;-25,925;-25,847022
0,429;0,052977518;-25,9;-25,847022
0,43;0,052977518;-25,9;-25,847022
0,431;0,052977518;-25,9;-25,847022
0,432;0,052977518;-25,9;-25,847022
0,433;0,052977518;-25,9;-25,847022
0,434;0,052977518;-25,9;-25,847022
0,435;0,052977518;-25,9;-25,847022
0,436;0,052977518;-25,9;-25,847022
0,437;0,077977518;-25,925;-25,847022
0,438;0,077977518;-25,925;-25,847022
0,439;0,052977518;-25,9;-25,847022
0,44;0,052977518;-25,9;-25,847022
0,441;0,077977518;-25,925;-25,847022
0,442;0,052977518;-25,9;-25,847022
0,443;0,052977518;-25,9;-25,847022
0,444;0,052977518;-25,9;-25,847022
0,445;0,077977518;-25,925;-25,847022
0,446;0,077977518;-25,925;-25,847022
0,447;0,077977518;-25,925;-25,847022
0,448;0,052977518;-25,9;-25,847022
0,449;0,077977518;-25,925;-25,847022
0,45;1;-25,9;-21,095353
0,451;1;-25,9;-21,095353
0,452;1;-25,9;-21,095353
0,453;1;-25,9;-21,095353
0,454;1;-25,9;-21,095353
0,455;1;-25,925;-21,095353
0,456;1;-25,925;-21,095353
0,457;1;-25,875;-21,095353
0,458;1;-25,85;-21,095353
0,459;1;-25,8;-21,095353
0,46;1;-25,7;-21,095353
0,461;1;-25,625;-21,095353
0,462;1;-25,55;-21,095353
0,463;1;-25,45;-21,095353
0,464;1;-25,4;-21,095353
0,465;1;-25,375;-21,095353
0,466;1;-25,3;-21,095353
0,467;1;-25,25;-21,095353
0,468;1;-25,175;-21,095353
0,469;1;-25;-21,095353
0,47;1;-24,925;-21,095353
0,471;1;-24,85;-21,095353
0,472;1;-24,7;-21,095353
0,473;1;-24,65;-21,095353
0,474;1;-24,6;-21,095353
0,475;1;-24,5;-21,095353
0,476;1;-24,45;-21,095353
0,477;1;-24,4;-21,095353
0,478;1;-24,225;-21,095353
0,479;1;-24,15;-21,095353
0,48;1;-24,05;-21,095353
0,481;1;-23,9;-21,095353
0,482;1;-23,825;-21,095353
0,483;1;-23,775;-21,095353
0,484;1;-23,675;-21,095353
0,485;1;-23,625;-21,095353
0,486;1;-23,575;-21,095353
0,487;1;-23,425;-21,095353
0,488;1;-23,35;-21,095353
0,489;1;-23,25;-21,095353
0,49;1;-23,075;-21,095353
0,491;1;-23;-21,095353
0,492;1;-22,95;-21,095353
0,493;1;-22,85;-21,095353
0,494;1;-22,775;-21,095353
0,495;1;-22,725;-21,095353
0,496;1;-22,6;-21,095353
0,497;1;-22,5;-21,095353
0,498;1;-22,425;-21,095353
0,499;1;-22,25;-21,095353
0,5;1;-22,15;-21,095353
0,501;1;-22,1;-21,095353
0,502;0,87964722;-21,975;-21,095353
0,503;0,82964722;-21,925;-21,095353
0,504;0,77964722;-21,875;-21,095353
0,505;0,65464722;-21,75;-21,095353
0,506;0,57964722;-21,675;-21,095353
0,507;0,47964722;-21,575;-21,095353
0,508;0,30464722;-21,4;-21,095353
0,509;0,20464722;-21,3;-21,095353
0,51;0,12964722;-21,225;-21,095353
0,511;0,00464722;-21,1;-21,095353
0,512;-0,04535278;-21,05;-21,095353
0,513;-0,09535278;-21;-21,095353
0,514;-0,19535278;-20,9;-21,095353
0,515;-0,24535278;-20,85;-21,095353
0,516;-0,32035278;-20,775;-21,095353
0,517;-0,42035278;-20,675;-21,095353
0,518;-0,44535278;-20,65;-21,095353
0,519;-0,47035278;-20,625;-21,095353
0,52;-0,44535278;-20,65;-21,095353
0,521;-0,42035278;-20,675;-21,095353
0,522;-0,39535278;-20,7;-21,095353
0,523;-0,32035278;-20,775;-21,095353
0,524;-0,32035278;-20,775;-21,095353
0,525;-0,29535278;-20,8;-21,095353
0,526;-0,29535278;-20,8;-21,095353
0,527;-0,27035278;-20,825;-21,095353
0,528;-0,24535278;-20,85;-21,095353
0,529;-0,14535278;-20,95;-21,095353
0,53;-0,04535278;-21,05;-21,095353
0,531;0,05464722;-21,15;-21,095353
0,532;0,20464722;-21,3;-21,095353
0,533;0,25464722;-21,35;-21,095353
0,534;0,30464722;-21,4;-21,095353
0,535;0,30464722;-21,4;-21,095353
0,536;0,32964722;-21,425;-21,095353
0,537;0,35464722;-21,45;-21,095353
0,538;0,37964722;-21,475;-21,095353
0,539;0,40464722;-21,5;-21,095353
0,54;0,40464722;-21,5;-21,095353
0,541;0,42964722;-21,525;-21,095353
0,542;0,40464722;-21,5;-21,095353
0,543;0,40464722;-21,5;-21,095353
0,544;0,35464722;-21,45;-21,095353
0,545;0,32964722;-21,425;-21,095353
0,546;0,30464722;-21,4;-21,095353
0,547;0,25464722;-21,35;-21,095353
0,548;0,20464722;-21,3;-21,095353
0,549;0,17964722;-21,275;-21,095353
0,55;0,10464722;-21,2;-21,095353
0,551;0,05464722;-21,15;-21,095353
0,552;0,02964722;-21,125;-21,095353
0,553;-0,04535278;-21,05;-21,095353
0,554;-0,07035278;-21,025;-21,095353
0,555;-0,09535278;-21;-21,095353
0,556;-0,17035278;-20,925;-21,095353
0,557;-0,19535278;-20,9;-21,095353
0,558;-0,19535278;-20,9;-21,095353
0,559;-0,19535278;-20,9;-21,095353
0,56;-0,19535278;-20,9;-21,095353
0,561;-0,19535278;-20,9;-21,095353
0,562;-0,17035278;-20,925;-21,095353
0,563;-0,17035278;-20,925;-21,095353
0,564;-0,17035278;-20,925;-21,095353
0,565;-0,17035278;-20,925;-21,095353
0,566;-0,14535278;-20,95;-21,095353
0,567;-0,14535278;-20,95;-21,095353
0,568;-0,09535278;-21;-21,095353
0,569;-0,07035278;-21,025;-21,095353
0,57;-0,02035278;-21,075;-21,095353
0,571;0,05464722;-21,15;-21,095353
0,572;0,07964722;-21,175;-21,095353
0,573;0,10464722;-21,2;-21,095353
0,574;0,12964722;-21,225;-21,095353
0,575;0,15464722;-21,25;-21,095353
0,576;0,15464722;-21,25;-21,095353
0,577;0,17964722;-21,275;-21,095353
0,578;0,20464722;-21,3;-21,095353
0,579;0,20464722;-21,3;-21,095353
0,58;0,22964722;-21,325;-21,095353
0,581;0,22964722;-21,325;-21,095353
0,582;0,22964722;-21,325;-21,095353
0,583;0,20464722;-21,3;-21,095353
0,584;0,20464722;-21,3;-21,095353
0,585;0,20464722;-21,3;-21,095353
0,586;0,17964722;-21,275;-21,095353
0,587;0,20464722;-21,3;-21,095353
0,588;0,20464722;-21,3;-21,095353
0,589;0,20464722;-21,3;-21,095353
0,59;0,17964722;-21,275;-21,095353
0,591;0,15464722;-21,25;-21,095353
0,592;0,10464722;-21,2;-21,095353
0,593;0,07964722;-21,175;-21,095353
0,594;0,02964722;-21,125;-21,095353
0,595;0,00464722;-21,1;-21,095353
0,596;0,00464722;-21,1;-21,095353
0,597;0,00464722;-21,1;-21,095353
0,598;0,00464722;-21,1;-21,095353
0,599;-0,02035278;-21,075;-21,095353
0,6;-0,02035278;-21,075;-21,095353
0,601;-0,04535278;-21,05;-21,095353
0,602;-0,04535278;-21,05;-21,095353
0,603;-0,07035278;-21,025;-21,095353
0,604;-0,04535278;-21,05;-21,095353
0,605;-0,04535278;-21,05;-21,095353
0,606;-0,02035278;-21,075;-21,095353
0,607;-0,02035278;-21,075;-21,095353
0,608;-0,02035278;-21,075;-21,095353
0,609;-0,02035278;-21,075;-21,095353
0,61;-0,02035278;-21,075;-21,095353
0,611;-0,02035278;-21,075;-21,095353
0,612;-0,04535278;-21,05;-21,095353
0,613;-0,02035278;-21,075;-21,095353
0,614;0,00464722;-21,1;-21,095353
0,615;0,02964722;-21,125;-21,095353
0,616;0,05464722;-21,15;-21,095353
0,617;0,05464722;-21,15;-21,095353
0,618;0,07964722;-21,175;-21,095353
0,619;0,07964722;-21,175;-21,095353
0,62;0,07964722;-21,175;-21,095353
0,621;0,07964722;-21,175;-21,095353
0,622;0,07964722;-21,175;-21,095353
0,623;0,07964722;-21,175;-21,095353
0,624;0,10464722;-21,2;-21,095353
0,625;0,10464722;-21,2;-21,095353
0,626;0,12964722;-21,225;-21,095353
0,627;0,12964722;-21,225;-21,095353
0,628;0,10464722;-21,2;-21,095353
0,629;0,10464722;-21,2;-21,095353
0,63;0,10464722;-21,2;-21,095353
0,631;0,07964722;-21,175;-21,095353
0,632;0,10464722;-21,2;-21,095353
0,633;0,10464722;-21,2;-21,095353
0,634;0,10464722;-21,2;-21,095353
0,635;0,10464722;-21,2;-21,095353
0,636;0,10464722;-21,2;-21,095353
0,637;0,10464722;-21,2;-21,095353
0,638;0,10464722;-21,2;-21,095353
0,639;0,07964722;-21,175;-21,095353
0,64;0,05464722;-21,15;-21,095353
0,641;0,05464722;-21,15;-21,095353
0,642;0,05464722;-21,15;-21,095353
0,643;0,05464722;-21,15;-21,095353
0,644;0,07964722;-21,175;-21,095353
0,645;0,07964722;-21,175;-21,095353
0,646;0,07964722;-21,175;-21,095353
0,647;0,05464722;-21,15;-21,095353
0,648;0,05464722;-21,15;-21,095353
0,649;0,05464722;-21,15;-21,095353
0,65;0,02964722;-21,125;-21,095353
0,651;0,02964722;-21,125;-21,095353
0,652;0,05464722;-21,15;-21,095353
0,653;0,05464722;-21,15;-21,095353
0,654;0,05464722;-21,15;-21,095353
0,655;0,05464722;-21,15;-21,095353
0,656;0,05464722;-21,15;-21,095353
0,657;0,05464722;-21,15;-21,095353
0,658;0,02964722;-21,125;-21,095353
0,659;0,02964722;-21,125;-21,095353
0,66;0,02964722;-21,125;-21,095353
0,661;0,02964722;-21,125;-21,095353
0,662;0,05464722;-21,15;-21,095353
0,663;0,05464722;-21,15;-21,095353
0,664;0,05464722;-21,15;-21,095353
0,665;0,05464722;-21,15;-21,095353
0,666;0,05464722;-21,15;-21,095353
0,667;0,05464722;-21,15;-21,095353
0,668;0,02964722;-21,125;-21,095353
0,669;0,02964722;-21,125;-21,095353
0,67;0,02964722;-21,125;-21,095353
0,671;0,02964722;-21,125;-21,095353
